a.word,a.wordcount,d.word,d.wordcount
NULL,NULL,peoples,8
NULL,NULL,pepper,2
peppery,1,NULL,NULL
NULL,NULL,perambulator,1
perambulators,1,NULL,NULL
NULL,NULL,perceptible,1
perch,2,NULL,NULL
NULL,NULL,perchance,1
perching,1,NULL,NULL
pere,2,NULL,NULL
NULL,NULL,perfeshunal,1
NULL,NULL,perforce,1
NULL,NULL,performances,1
perfume,1,NULL,NULL
NULL,NULL,perfunctory,1
perilously,1,NULL,NULL
NULL,NULL,perils,1
NULL,NULL,period,2
NULL,NULL,periods,4
NULL,NULL,perish,3
NULL,NULL,perlite,1
NULL,NULL,permanence,1
NULL,NULL,permission,3
NULL,NULL,permitted,3
NULL,NULL,perpetual,1
NULL,NULL,perpetually,3
persevered,1,NULL,NULL
persisted,1,NULL,NULL
NULL,NULL,persistence,1
NULL,NULL,persistently,1
personage,1,NULL,NULL
personages,1,NULL,NULL
NULL,NULL,personal,12
NULL,NULL,personally,1
NULL,NULL,persons,3
NULL,NULL,perspective,2
NULL,NULL,perspiration,2
persuaded,1,NULL,NULL
pertness,1,NULL,NULL
NULL,NULL,perturbation,1
NULL,NULL,perversely,1
NULL,NULL,pesth,6
NULL,NULL,petals,1
NULL,NULL,peter,8
petite,1,NULL,NULL
NULL,NULL,petition,1
NULL,NULL,petrof,2
NULL,NULL,petrofsky,1
NULL,NULL,petted,3
petting,1,NULL,NULL
petulant,1,NULL,NULL
NULL,NULL,phantom,2
NULL,NULL,phantoms,1
NULL,NULL,pharmacopeia,1
NULL,NULL,phase,3
NULL,NULL,phases,2
NULL,NULL,phenomenally,1
NULL,NULL,philosopher,1
NULL,NULL,philosophically,1
NULL,NULL,philosophy,4
NULL,NULL,phlegmatic,1
NULL,NULL,phonetic,1
NULL,NULL,phonograph,15
NULL,NULL,phonographs,1
NULL,NULL,phosphorescence,1
NULL,NULL,physical,8
NULL,NULL,physically,1
NULL,NULL,physician,1
NULL,NULL,physicians,1
NULL,NULL,physiognomist,1
NULL,NULL,physiognomy,1
NULL,NULL,physiology,1
NULL,NULL,piccadilly,23
picking,3,NULL,NULL
picks,1,NULL,NULL
pie,2,NULL,NULL
NULL,NULL,pier,18
NULL,NULL,pierce,1
NULL,NULL,pierced,3
NULL,NULL,piercing,2
NULL,NULL,piercingly,1
NULL,NULL,piers,5
pies,4,NULL,NULL
NULL,NULL,pig,1
pigtail,4,NULL,NULL
pike,2,NULL,NULL
pilgrimages,1,NULL,NULL
NULL,NULL,pill,1
pillaged,1,NULL,NULL
NULL,NULL,pillar,4
piller,1,NULL,NULL
NULL,NULL,pinch,2
NULL,NULL,pincher,1
pinches,1,NULL,NULL
NULL,NULL,pinching,1
pincushion,2,NULL,NULL
NULL,NULL,pine,5
pinned,3,NULL,NULL
pins,2,NULL,NULL
NULL,NULL,pious,1
NULL,NULL,pipe,1
piped,1,NULL,NULL
pipes,1,NULL,NULL
NULL,NULL,pique,1
NULL,NULL,pirates,1
NULL,NULL,pistol,2
NULL,NULL,pit,4
NULL,NULL,piteous,2
NULL,NULL,pitiable,1
pities,2,NULL,NULL
NULL,NULL,pitiful,2
pitifully,1,NULL,NULL
pitkin,1,NULL,NULL
NULL,NULL,pityingly,3
NULL,NULL,placid,1
NULL,NULL,placidity,1
NULL,NULL,placidly,2
NULL,NULL,placing,5
NULL,NULL,plague,1
plainer,1,NULL,NULL
plainest,1,NULL,NULL
NULL,NULL,plaintive,1
plaintively,1,NULL,NULL
NULL,NULL,plane,1
planned,4,NULL,NULL
NULL,NULL,planning,1
NULL,NULL,plans,8
NULL,NULL,plant,1
NULL,NULL,planted,1
plate,1,NULL,NULL
NULL,NULL,platform,1
NULL,NULL,platforms,1
NULL,NULL,plating,1
platters,1,NULL,NULL
NULL,NULL,playful,2
NULL,NULL,playfully,2
playroom,1,NULL,NULL
plays,1,NULL,NULL
NULL,NULL,pleaded,1
NULL,NULL,pleading,1
NULL,NULL,pleasanter,1
NULL,NULL,pleasantly,2
NULL,NULL,pleasantry,2
NULL,NULL,pleases,1
NULL,NULL,pleasing,1
pleasures,1,NULL,NULL
NULL,NULL,pledge,2
NULL,NULL,pledged,3
NULL,NULL,plight,2
NULL,NULL,ploughshare,1
NULL,NULL,pluck,1
NULL,NULL,plucked,1
NULL,NULL,plug,1
NULL,NULL,plum,2
NULL,NULL,plumbing,1
plumes,1,NULL,NULL
plump,6,NULL,NULL
plumper,1,NULL,NULL
NULL,NULL,plunge,1
NULL,NULL,plunging,1
NULL,NULL,plural,1
NULL,NULL,pm,2
NULL,NULL,pocketbook,2
NULL,NULL,pods,1
poem,1,NULL,NULL
poetry,2,NULL,NULL
poets,1,NULL,NULL
NULL,NULL,poignant,2
NULL,NULL,pointblank,1
pointedly,1,NULL,NULL
NULL,NULL,points,6
NULL,NULL,poise,2
NULL,NULL,poison,5
NULL,NULL,poke,1
NULL,NULL,pokol,2
NULL,NULL,pole,4
NULL,NULL,poles,1
NULL,NULL,police,12
NULL,NULL,policemen,2
polite,10,NULL,NULL
NULL,NULL,political,2
NULL,NULL,politics,2
NULL,NULL,polluted,1
NULL,NULL,pollution,1
NULL,NULL,polyandrist,1
NULL,NULL,polyglot,6
NULL,NULL,pond,1
NULL,NULL,ponder,1
NULL,NULL,ponderous,1
pony,6,NULL,NULL
NULL,NULL,pooh,1
NULL,NULL,poohed,1
NULL,NULL,pool,4
NULL,NULL,poorish,1
poorly,1,NULL,NULL
NULL,NULL,poplar,2
populace,6,NULL,NULL
NULL,NULL,popular,1
NULL,NULL,population,1
NULL,NULL,porch,2
pore,1,NULL,NULL
NULL,NULL,poring,1
NULL,NULL,porridge,1
NULL,NULL,port,17
NULL,NULL,porter,1
NULL,NULL,portion,3
NULL,NULL,portions,1
NULL,NULL,ports,2
NULL,NULL,pose,1
NULL,NULL,poser,1
NULL,NULL,positive,2
NULL,NULL,positively,10
possessions,1,NULL,NULL
possibilities,1,NULL,NULL
NULL,NULL,post,17
NULL,NULL,posted,2
NULL,NULL,posting,2
NULL,NULL,postman,1
NULL,NULL,postponement,1
NULL,NULL,posts,1
NULL,NULL,posture,2
NULL,NULL,pot,2
NULL,NULL,potency,1
NULL,NULL,potent,1
NULL,NULL,poter,1
NULL,NULL,poters,1
NULL,NULL,potter,2
NULL,NULL,pou,1
NULL,NULL,pouches,1
NULL,NULL,pouf,2
pounced,3,NULL,NULL
NULL,NULL,pound,1
NULL,NULL,pounding,1
NULL,NULL,pourparlers,1
NULL,NULL,pours,1
pouting,1,NULL,NULL
poverty,2,NULL,NULL
NULL,NULL,powdery,1
NULL,NULL,powerfully,2
NULL,NULL,powerless,4
NULL,NULL,practically,1
practiced,1,NULL,NULL
NULL,NULL,practitioner,1
NULL,NULL,prairies,1
NULL,NULL,praise,2
NULL,NULL,praising,1
NULL,NULL,prayed,3
NULL,NULL,prayers,1
NULL,NULL,praying,3
NULL,NULL,pre,1
NULL,NULL,preachin,1
NULL,NULL,precautions,1
NULL,NULL,precede,2
NULL,NULL,preceded,2
NULL,NULL,precedent,1
NULL,NULL,preceding,1
NULL,NULL,preceeded,1
NULL,NULL,precious,11
NULL,NULL,preciously,1
NULL,NULL,precipice,4
NULL,NULL,precipices,1
precipitately,2,NULL,NULL
NULL,NULL,precision,1
NULL,NULL,predeceasing,1
NULL,NULL,predestinate,1
NULL,NULL,predominated,1
prefer,2,NULL,NULL
NULL,NULL,preference,1
preferred,4,NULL,NULL
NULL,NULL,prefix,1
NULL,NULL,prejudge,1
NULL,NULL,prejudiced,1
NULL,NULL,preliminary,1
NULL,NULL,prelude,2
NULL,NULL,premise,1
NULL,NULL,premonitory,1
NULL,NULL,preparation,1
NULL,NULL,preparatory,1
NULL,NULL,preparing,1
NULL,NULL,preperations,2
NULL,NULL,prepossessing,1
preposterous,1,NULL,NULL
NULL,NULL,presage,3
NULL,NULL,prescribe,1
NULL,NULL,prescribed,1
presented,1,NULL,NULL
presents,5,NULL,NULL
NULL,NULL,preserve,2
NULL,NULL,president,1
presiding,1,NULL,NULL
presink,1,NULL,NULL
NULL,NULL,press,6
NULL,NULL,presses,1
NULL,NULL,pressing,3
NULL,NULL,pressure,3
presumption,1,NULL,NULL
pretendin,1,NULL,NULL
pretends,2,NULL,NULL
NULL,NULL,pretense,1
NULL,NULL,preternatural,1
prettier,1,NULL,NULL
prettiest,1,NULL,NULL
NULL,NULL,prettily,1
NULL,NULL,prevail,2
NULL,NULL,prevailed,1
NULL,NULL,prevailing,1
NULL,NULL,prevalent,1
NULL,NULL,prevent,7
NULL,NULL,previous,8
NULL,NULL,prey,4
NULL,NULL,preying,4
NULL,NULL,price,1
priceless,1,NULL,NULL
NULL,NULL,prick,1
NULL,NULL,pricked,1
pricking,1,NULL,NULL
NULL,NULL,pricks,1
NULL,NULL,prig,1
priggishly,1,NULL,NULL
prince,2,NULL,NULL
princess,69,NULL,NULL
princesse,2,NULL,NULL
princesses,4,NULL,NULL
principally,1,NULL,NULL
NULL,NULL,principle,3
NULL,NULL,principles,2
NULL,NULL,print,1
NULL,NULL,printin,1
prisoners,5,NULL,NULL
privacy,2,NULL,NULL
privately,2,NULL,NULL
privileges,2,NULL,NULL
NULL,NULL,prize,1
NULL,NULL,pro,2
NULL,NULL,probability,1
NULL,NULL,probe,2
NULL,NULL,problem,3
NULL,NULL,proceed,8
NULL,NULL,proceeding,2
NULL,NULL,process,3
proclaimed,3,NULL,NULL
NULL,NULL,procured,2
NULL,NULL,procuring,1
NULL,NULL,prodigal,1
NULL,NULL,prodigious,2
NULL,NULL,produces,1
NULL,NULL,producing,1
NULL,NULL,profanation,1
NULL,NULL,professional,2
NULL,NULL,professionally,1
NULL,NULL,professor,174
NULL,NULL,profit,1
profoundly,3,NULL,NULL
profoundness,1,NULL,NULL
NULL,NULL,profuse,1
NULL,NULL,profusely,1
NULL,NULL,profusion,1
NULL,NULL,progressing,2
NULL,NULL,project,1
NULL,NULL,projected,1
NULL,NULL,projecting,1
NULL,NULL,projection,1
NULL,NULL,prolific,1
NULL,NULL,prolong,2
NULL,NULL,prolonging,1
NULL,NULL,prominence,2
NULL,NULL,prominently,1
NULL,NULL,promises,1
NULL,NULL,prompt,1
NULL,NULL,prompted,1
pronunciation,2,NULL,NULL
NULL,NULL,proof,13
NULL,NULL,proofs,3
NULL,NULL,propelled,1
NULL,NULL,properly,4
NULL,NULL,properties,1
NULL,NULL,property,7
prophesied,1,NULL,NULL
NULL,NULL,proportion,1
NULL,NULL,proportioned,1
NULL,NULL,proportions,2
NULL,NULL,proposals,3
NULL,NULL,propose,4
NULL,NULL,proposed,1
NULL,NULL,proposing,2
NULL,NULL,proprietor,1
proprietors,1,NULL,NULL
proprietress,1,NULL,NULL
NULL,NULL,prosaiac,1
NULL,NULL,prosaic,1
NULL,NULL,prosecuting,1
NULL,NULL,prosperity,2
NULL,NULL,prostrate,2
NULL,NULL,prostration,2
NULL,NULL,protecting,1
NULL,NULL,protectingly,1
NULL,NULL,protection,1
NULL,NULL,protective,1
NULL,NULL,protruberant,1
NULL,NULL,protruded,1
NULL,NULL,proudly,3
NULL,NULL,proverb,1
NULL,NULL,proverbs,1
provided,1,NULL,NULL
NULL,NULL,providence,2
NULL,NULL,providin,1
NULL,NULL,provisions,3
NULL,NULL,prowl,2
NULL,NULL,proximity,3
NULL,NULL,prund,1
NULL,NULL,pruth,3
NULL,NULL,psalmist,1
NULL,NULL,psychic,1
NULL,NULL,psychological,1
NULL,NULL,ptomaines,1
NULL,NULL,public,4
NULL,NULL,puckered,2
pudding,1,NULL,NULL
NULL,NULL,puddle,2
NULL,NULL,puff,4
NULL,NULL,puffin,1
NULL,NULL,pull,9
NULL,NULL,pulpits,1
NULL,NULL,pulse,2
NULL,NULL,puma,1
NULL,NULL,punch,1
punctilious,1,NULL,NULL
NULL,NULL,punctuation,1
NULL,NULL,puncture,1
NULL,NULL,punctures,3
NULL,NULL,pungent,1
pupils,22,NULL,NULL
NULL,NULL,purchased,2
NULL,NULL,purchaser,1
purchases,1,NULL,NULL
NULL,NULL,purefleet,1
NULL,NULL,purely,2
purer,1,NULL,NULL
purest,1,NULL,NULL
NULL,NULL,purfleet,6
NULL,NULL,purify,1
NULL,NULL,purifying,1
NULL,NULL,purity,5
NULL,NULL,purposes,3
NULL,NULL,pursued,3
NULL,NULL,pursuers,2
NULL,NULL,pursuing,1
NULL,NULL,pursuit,1
NULL,NULL,push,5
NULL,NULL,puss,1
NULL,NULL,putty,2
NULL,NULL,puzzles,1
puzzling,1,NULL,NULL
NULL,NULL,qcpi,1
NULL,NULL,qua,1
quaked,3,NULL,NULL
NULL,NULL,qualitative,1
NULL,NULL,qualities,5
NULL,NULL,quality,2
NULL,NULL,quantity,2
NULL,NULL,quare,1
NULL,NULL,quarrel,2
quarrelled,1,NULL,NULL
NULL,NULL,quartered,1
NULL,NULL,quatre,1
NULL,NULL,quay,1
queen,4,NULL,NULL
queens,1,NULL,NULL
queerer,2,NULL,NULL
NULL,NULL,queerest,1
NULL,NULL,queried,1
NULL,NULL,query,1
NULL,NULL,quest,2
NULL,NULL,questioned,1
NULL,NULL,questioningly,2
NULL,NULL,questionly,1
NULL,NULL,quicken,1
NULL,NULL,quickening,2
NULL,NULL,quicker,3
NULL,NULL,quickest,3
NULL,NULL,quicksand,1
NULL,NULL,quid,2
NULL,NULL,quieter,1
NULL,NULL,quietness,1
NULL,NULL,quietude,1
quilt,3,NULL,NULL
quilted,1,NULL,NULL
NULL,NULL,quincey,83
NULL,NULL,quincy,1
NULL,NULL,quit,2
NULL,NULL,quiver,4
NULL,NULL,quivered,6
NULL,NULL,quivering,4
NULL,NULL,quondam,1
ra,1,NULL,NULL
NULL,NULL,race,7
NULL,NULL,races,3
NULL,NULL,racing,2
NULL,NULL,racking,1
NULL,NULL,radiant,2
NULL,NULL,radiantly,2
NULL,NULL,radius,1
NULL,NULL,rag,1
rages,1,NULL,NULL
NULL,NULL,rail,3
NULL,NULL,railed,1
railing,1,NULL,NULL
railings,5,NULL,NULL
NULL,NULL,rails,2
NULL,NULL,railway,4
NULL,NULL,railways,1
raining,1,NULL,NULL
NULL,NULL,raise,9
rajah,2,NULL,NULL
NULL,NULL,rallied,1
NULL,NULL,rally,1
NULL,NULL,rallying,1
ralph,2,NULL,NULL
ram,60,NULL,NULL
rambling,2,NULL,NULL
ranean,1,NULL,NULL
NULL,NULL,ranged,3
NULL,NULL,rank,2
NULL,NULL,ranked,1
NULL,NULL,ranks,2
NULL,NULL,rapids,2
rapped,1,NULL,NULL
rapping,1,NULL,NULL
rapturous,4,NULL,NULL
NULL,NULL,rarer,1
NULL,NULL,rarity,1
rash,1,NULL,NULL
rashly,1,NULL,NULL
NULL,NULL,ratchet,1
NULL,NULL,rational,2
NULL,NULL,rattle,1
NULL,NULL,rattled,1
NULL,NULL,rattling,2
NULL,NULL,ravages,2
NULL,NULL,raved,1
ravening,1,NULL,NULL
ravenous,5,NULL,NULL
NULL,NULL,ravings,4
NULL,NULL,raw,2
NULL,NULL,rawlings,1
NULL,NULL,ray,3
NULL,NULL,rays,9
NULL,NULL,razor,1
reaches,2,NULL,NULL
NULL,NULL,reaching,2
NULL,NULL,reaction,6
NULL,NULL,realised,1
NULL,NULL,realization,1
NULL,NULL,realm,2
NULL,NULL,reaped,2
NULL,NULL,reaping,1
NULL,NULL,reared,3
NULL,NULL,reasonable,3
NULL,NULL,reasonableness,1
NULL,NULL,reasoned,1
NULL,NULL,reasoning,1
NULL,NULL,reassured,1
NULL,NULL,reassuring,1
rebecca,1,NULL,NULL
NULL,NULL,rebelled,1
rebellion,1,NULL,NULL
NULL,NULL,rebuff,2
NULL,NULL,recalls,1
NULL,NULL,receipt,3
NULL,NULL,receipted,1
NULL,NULL,recent,6
NULL,NULL,receptacle,1
NULL,NULL,reception,1
NULL,NULL,receptivity,1
NULL,NULL,recipe,2
recital,1,NULL,NULL
recite,1,NULL,NULL
reckless,1,NULL,NULL
NULL,NULL,recklessly,1
NULL,NULL,reckoned,2
recognition,1,NULL,NULL
NULL,NULL,recognize,4
NULL,NULL,recoil,1
NULL,NULL,recoiled,3
NULL,NULL,recollect,1
recommended,1,NULL,NULL
NULL,NULL,reconciled,1
reconnoiter,2,NULL,NULL
NULL,NULL,record,19
NULL,NULL,recorded,2
NULL,NULL,recorder,1
NULL,NULL,recording,1
NULL,NULL,recovers,1
NULL,NULL,recovery,1
NULL,NULL,recruited,2
NULL,NULL,recruiting,1
NULL,NULL,recuperate,1
NULL,NULL,recuperative,2
NULL,NULL,redden,1
NULL,NULL,reddish,1
NULL,NULL,redeem,2
NULL,NULL,redeemed,1
NULL,NULL,redeeming,1
NULL,NULL,redirect,1
NULL,NULL,redoubled,2
NULL,NULL,reduce,2
NULL,NULL,reduction,1
NULL,NULL,reef,2
NULL,NULL,reefwards,1
NULL,NULL,reeked,1
NULL,NULL,reeking,1
reel,1,NULL,NULL
NULL,NULL,reet,2
NULL,NULL,refer,1
NULL,NULL,reference,1
referred,2,NULL,NULL
NULL,NULL,referring,1
NULL,NULL,refine,1
NULL,NULL,reflect,1
reflecting,4,NULL,NULL
NULL,NULL,reflection,3
reflections,1,NULL,NULL
NULL,NULL,reflex,1
NULL,NULL,refoosin,1
NULL,NULL,refraction,1
NULL,NULL,refresh,4
NULL,NULL,refreshed,2
NULL,NULL,refreshing,1
NULL,NULL,refreshment,1
refreshments,4,NULL,NULL
NULL,NULL,refuge,3
NULL,NULL,refuges,1
refurnish,1,NULL,NULL
NULL,NULL,refusal,1
NULL,NULL,refusals,1
regain,2,NULL,NULL
regained,1,NULL,NULL
NULL,NULL,regaining,1
NULL,NULL,regard,10
regarded,2,NULL,NULL
regiment,1,NULL,NULL
NULL,NULL,region,2
NULL,NULL,registers,1
NULL,NULL,registrar,1
NULL,NULL,registration,1
NULL,NULL,regle,2
NULL,NULL,regret,2
NULL,NULL,regularity,1
NULL,NULL,regulate,2
NULL,NULL,regulations,1
NULL,NULL,reign,1
reigned,3,NULL,NULL
NULL,NULL,rein,3
NULL,NULL,reincarnate,1
NULL,NULL,reined,1
NULL,NULL,reins,5
NULL,NULL,reiten,1
NULL,NULL,reject,1
NULL,NULL,rejoicing,1
NULL,NULL,relapse,4
NULL,NULL,relapsed,1
NULL,NULL,relapses,1
relate,5,NULL,NULL
related,4,NULL,NULL
relation,6,NULL,NULL
relative,1,NULL,NULL
NULL,NULL,relatives,4
NULL,NULL,relaxed,1
NULL,NULL,release,2
NULL,NULL,released,2
NULL,NULL,relentlessly,1
NULL,NULL,reliant,1
relic,1,NULL,NULL
NULL,NULL,relieve,3
NULL,NULL,religion,1
NULL,NULL,religious,3
reluctant,1,NULL,NULL
NULL,NULL,relying,1
NULL,NULL,remainder,1
NULL,NULL,remarkable,3
remarks,1,NULL,NULL
remembers,2,NULL,NULL
NULL,NULL,remembrance,3
NULL,NULL,reminding,1
NULL,NULL,remiss,1
NULL,NULL,remissness,1
NULL,NULL,remnant,2
remnants,1,NULL,NULL
NULL,NULL,remonstrance,1
NULL,NULL,remonstrated,2
NULL,NULL,remorseless,2
NULL,NULL,remote,1
remotest,1,NULL,NULL
NULL,NULL,removals,1
NULL,NULL,render,1
NULL,NULL,rendered,1
NULL,NULL,renewed,3
NULL,NULL,renewing,1
NULL,NULL,renfield,47
NULL,NULL,rent,2
NULL,NULL,renting,1
NULL,NULL,rents,2
NULL,NULL,reopened,1
NULL,NULL,reopening,1
NULL,NULL,repair,1
NULL,NULL,repaired,1
repeatedly,1,NULL,NULL
NULL,NULL,repeater,1
NULL,NULL,repeating,1
NULL,NULL,repelled,1
NULL,NULL,repetition,1
NULL,NULL,replace,1
NULL,NULL,replenished,1
NULL,NULL,repletion,1
NULL,NULL,replying,2
NULL,NULL,report,19
NULL,NULL,reported,10
NULL,NULL,repose,3
NULL,NULL,reprehensible,1
represented,1,NULL,NULL
NULL,NULL,representing,1
NULL,NULL,repress,2
repressed,2,NULL,NULL
reproachful,2,NULL,NULL
reproof,1,NULL,NULL
reproved,1,NULL,NULL
NULL,NULL,repudiated,1
NULL,NULL,repugnant,1
NULL,NULL,repulse,2
NULL,NULL,repulsion,2
NULL,NULL,repulsive,3
NULL,NULL,reputation,1
NULL,NULL,request,7
requested,1,NULL,NULL
requests,1,NULL,NULL
NULL,NULL,requirements,2
NULL,NULL,requisitions,1
rescued,1,NULL,NULL
rescuing,1,NULL,NULL
NULL,NULL,researches,1
NULL,NULL,resemblance,1
resented,2,NULL,NULL
NULL,NULL,reservations,1
NULL,NULL,residence,1
NULL,NULL,resident,1
NULL,NULL,resignation,1
resigned,3,NULL,NULL
NULL,NULL,resilience,1
NULL,NULL,resist,1
NULL,NULL,resistance,3
NULL,NULL,resisting,1
NULL,NULL,resistless,1
NULL,NULL,resolute,9
NULL,NULL,resolutely,4
NULL,NULL,resolution,11
NULL,NULL,resolve,2
NULL,NULL,resonance,1
NULL,NULL,resonant,1
NULL,NULL,resource,2
NULL,NULL,resourceful,1
NULL,NULL,respects,1
NULL,NULL,respiration,1
NULL,NULL,respond,2
NULL,NULL,responsibilities,1
NULL,NULL,restful,1
NULL,NULL,restlessly,1
NULL,NULL,restlessness,1
NULL,NULL,restore,8
NULL,NULL,restoring,2
NULL,NULL,restrained,2
NULL,NULL,restraint,1
NULL,NULL,restrict,1
resulted,2,NULL,NULL
NULL,NULL,results,3
NULL,NULL,resume,2
NULL,NULL,resumption,1
NULL,NULL,resurrection,2
NULL,NULL,retain,2
NULL,NULL,reticence,2
NULL,NULL,reticent,2
NULL,NULL,retire,2
NULL,NULL,retired,4
retold,1,NULL,NULL
retorted,1,NULL,NULL
retrieved,1,NULL,NULL
NULL,NULL,retrograde,1
NULL,NULL,returning,1
revelation,1,NULL,NULL
NULL,NULL,revenge,2
NULL,NULL,revilings,1
NULL,NULL,revived,1
NULL,NULL,revolted,1
revolution,4,NULL,NULL
NULL,NULL,revolutionized,1
NULL,NULL,revolver,3
NULL,NULL,revolving,1
NULL,NULL,reward,4
NULL,NULL,rewards,1
NULL,NULL,ribald,2
NULL,NULL,ribbed,1
richer,1,NULL,NULL
richly,2,NULL,NULL
NULL,NULL,ricks,1
NULL,NULL,ricochetting,1
NULL,NULL,rid,7
NULL,NULL,rideeculous,1
NULL,NULL,rider,1
NULL,NULL,rides,2
NULL,NULL,ridge,1
NULL,NULL,ridges,2
NULL,NULL,ridiculously,1
NULL,NULL,rifle,1
NULL,NULL,rifles,1
NULL,NULL,rift,1
NULL,NULL,rifts,1
NULL,NULL,rig,1
NULL,NULL,righteousness,1
NULL,NULL,rightly,3
NULL,NULL,rights,2
NULL,NULL,rigid,1
NULL,NULL,rigorously,1
NULL,NULL,ringing,1
NULL,NULL,rinsed,1
NULL,NULL,riot,1
NULL,NULL,ripple,1
NULL,NULL,ripples,2
NULL,NULL,riser,1
NULL,NULL,rises,3
NULL,NULL,ristics,1
NULL,NULL,rival,1
NULL,NULL,river,30
NULL,NULL,rivers,2
NULL,NULL,road,34
NULL,NULL,roads,2
NULL,NULL,roadside,1
NULL,NULL,roadway,5
NULL,NULL,roaming,1
NULL,NULL,roar,4
NULL,NULL,roared,1
NULL,NULL,roast,1
NULL,NULL,roasted,1
NULL,NULL,rob,1
robbers,1,NULL,NULL
NULL,NULL,robbing,1
robespierre,2,NULL,NULL
NULL,NULL,robin,4
NULL,NULL,rocked,1
NULL,NULL,rocks,9
NULL,NULL,rocky,4
NULL,NULL,rode,1
NULL,NULL,role,1
NULL,NULL,rolling,6
rolls,1,NULL,NULL
NULL,NULL,romae,1
NULL,NULL,roman,1
NULL,NULL,romance,1
romances,2,NULL,NULL
NULL,NULL,romanoffs,1
NULL,NULL,romany,1
NULL,NULL,rome,1
NULL,NULL,roofed,1
NULL,NULL,rooks,2
NULL,NULL,root,2
NULL,NULL,rooted,1
NULL,NULL,roots,1
NULL,NULL,rope,4
NULL,NULL,ropes,3
rosalind,4,NULL,NULL
NULL,NULL,rosary,1
rosier,2,NULL,NULL
NULL,NULL,rough,12
roughened,2,NULL,NULL
NULL,NULL,roughly,4
NULL,NULL,roumanian,2
NULL,NULL,roumanians,2
NULL,NULL,rounds,2
rouse,1,NULL,NULL
roused,2,NULL,NULL
NULL,NULL,route,2
NULL,NULL,routine,3
NULL,NULL,roved,1
NULL,NULL,rowing,1
NULL,NULL,rowlocks,1
NULL,NULL,rows,1
NULL,NULL,royale,1
rubbing,1,NULL,NULL
NULL,NULL,ruby,2
NULL,NULL,rudder,1
NULL,NULL,ruddiness,1
NULL,NULL,ruddy,2
rudeness,2,NULL,NULL
NULL,NULL,rudiment,1
NULL,NULL,rudimentary,1
rueful,2,NULL,NULL
NULL,NULL,rufus,2
NULL,NULL,rugged,1
NULL,NULL,ruins,1
NULL,NULL,rule,3
NULL,NULL,rum,2
NULL,NULL,rummiest,1
rumored,1,NULL,NULL
NULL,NULL,rumours,1
NULL,NULL,runaway,1
NULL,NULL,rung,1
NULL,NULL,runner,1
NULL,NULL,runnin,1
NULL,NULL,runs,6
NULL,NULL,runswick,1
NULL,NULL,rushing,11
russians,3,NULL,NULL
NULL,NULL,rust,2
NULL,NULL,rustle,2
NULL,NULL,ruthless,2
sa,1,NULL,NULL
sable,2,NULL,NULL
NULL,NULL,sacked,1
NULL,NULL,sackville,1
NULL,NULL,sacrifice,1
NULL,NULL,sacrificed,1
NULL,NULL,saddest,1
NULL,NULL,saddles,1
NULL,NULL,sadly,6
NULL,NULL,safer,4
NULL,NULL,safest,1
NULL,NULL,safety,20
sahib,29,NULL,NULL
NULL,NULL,sailing,3
NULL,NULL,sailor,4
NULL,NULL,sailors,1
NULL,NULL,sails,11
NULL,NULL,saints,1
NULL,NULL,sairly,1
sal,1,NULL,NULL
salaam,1,NULL,NULL
salaamed,4,NULL,NULL
salaaming,1,NULL,NULL
salaams,1,NULL,NULL
NULL,NULL,salad,1
NULL,NULL,sale,4
NULL,NULL,salient,1
NULL,NULL,salt,1
salts,1,NULL,NULL
NULL,NULL,salutation,1
salute,1,NULL,NULL
NULL,NULL,saluted,1
NULL,NULL,salvage,1
NULL,NULL,salvation,3
NULL,NULL,sam,5
NULL,NULL,samuel,3
NULL,NULL,sanatorium,1
NULL,NULL,sanctified,1
NULL,NULL,sanctify,2
NULL,NULL,sanction,2
NULL,NULL,sanctuary,1
NULL,NULL,sand,6
NULL,NULL,sanderson,1
NULL,NULL,sandpoints,1
sandwich,1,NULL,NULL
sandwiches,3,NULL,NULL
NULL,NULL,sandy,3
NULL,NULL,sane,17
sanely,1,NULL,NULL
NULL,NULL,sanest,1
NULL,NULL,sang,1
NULL,NULL,sanguine,2
NULL,NULL,sanity,7
NULL,NULL,sapphire,1
NULL,NULL,sapphires,1
sara,712,NULL,NULL
NULL,NULL,sarcastic,1
NULL,NULL,sarks,1
NULL,NULL,sash,4
NULL,NULL,satan,2
NULL,NULL,satiate,1
satin,5,NULL,NULL
NULL,NULL,satisfaction,1
satisfying,4,NULL,NULL
NULL,NULL,saturday,1
NULL,NULL,saturnine,1
NULL,NULL,sauntered,1
sausage,1,NULL,NULL
NULL,NULL,sauvely,1
NULL,NULL,sauvest,1
NULL,NULL,savagely,1
savory,1,NULL,NULL
sawdust,3,NULL,NULL
NULL,NULL,sawed,2
NULL,NULL,saxon,2
NULL,NULL,saxons,1
NULL,NULL,sayin,1
NULL,NULL,scale,6
NULL,NULL,scaled,1
scamperings,1,NULL,NULL
NULL,NULL,scandal,1
scandalized,1,NULL,NULL
scant,1,NULL,NULL
NULL,NULL,scantily,1
NULL,NULL,scar,16
NULL,NULL,scarborough,1
NULL,NULL,scare,2
NULL,NULL,scared,4
NULL,NULL,scarin,1
NULL,NULL,scart,2
scathingly,2,NULL,NULL
scent,2,NULL,NULL
NULL,NULL,sceptic,3
